,age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model
2322,18-24,French,French,Woman,snow meteor down the chimney,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_b01b7f4e-0b2f-406d-83ac-761a88fb8a0e.wav,/final/chunk00.wav,Samsung A10e
2323,18-24,French,French,Woman,snow meteor down the chimney,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_b01b7f4e-0b2f-406d-83ac-761a88fb8a0e.wav,/final/chunk20.wav,Samsung A10e
2324,18-24,French,French,Woman,snow meteor down the chimney,joy,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_b01b7f4e-0b2f-406d-83ac-761a88fb8a0e.wav,/final/chunk40.wav,Samsung A10e
2325,25-39,English,English,Woman,snow meteor down the chimney,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_2d6bffea-5d1c-4e2d-92f2-53c48d34e0a6.wav,/final/chunk10.wav,Samsung Galaxy s8+
2326,25-39,English,English,Woman,snow meteor down the chimney,sadness,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_2d6bffea-5d1c-4e2d-92f2-53c48d34e0a6.wav,/final/chunk13.wav,Samsung Galaxy s8+
2327,25-39,English ,English,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_3a2f54ea-6a58-4079-9c09-ebb61a7a9432.wav,/final/chunk11.wav,iPhone 12 Pro
2328,25-39,English ,English,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_3a2f54ea-6a58-4079-9c09-ebb61a7a9432.wav,/final/chunk20.wav,iPhone 12 Pro
2329,25-39,English ,English,Woman,banana and mustard sandwiches,surprise,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_3a2f54ea-6a58-4079-9c09-ebb61a7a9432.wav,/final/chunk31.wav,iPhone 12 Pro
2330,25-39,English,Hindi,Woman,another dog secretary show,anger,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,/final/chunk20.wav,iPhone XR
2331,25-39,English,Hindi,Woman,another dog secretary show,anger,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_0df16d90-8c30-495e-afd3-58aec129a5eb.wav,/final/chunk40.wav,iPhone XR
2332,40-60,English,spanish,Woman,another dog secretary show,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_161655bb-77f0-49d8-9f87-ed77f1473a56.wav,/final/chunk02.wav,iOS
2333,40-60,English ,English ,Woman,five dollar slaw onion cure,anger,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_aaf3929a-7b74-47c4-876b-3be0f2f3311b.wav,/final/chunk40.wav,IPhone
2334,60 and over,English ,English ,Man,zebra cats walking on lamps,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,/media/data/shout-data/shout_data_f290a645-2ca9-4367-9ff9-5b8f0e818ae6.wav,/final/chunk20.wav,Samsung 
2335,40-60,English,English,Woman,hungry action hippos fruit,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_a1f6cdd0-a2bb-408e-8d0e-f9ea8e09963b.wav,/final/chunk10.wav,Iphone
2336,40-60,English,English,Woman,hungry action hippos fruit,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_a1f6cdd0-a2bb-408e-8d0e-f9ea8e09963b.wav,/final/chunk20.wav,Iphone
2337,18-24,English ,English ,Man,heavy undersea birthday pumpkins,fear,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_ab3da9cd-8681-4bc9-b279-5cfac5e17957.wav,/final/chunk31.wav,iPhone 8S
2338,25-39,English ,English,Man,ripped ocean jumper,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_fb31c991-bc60-415f-a272-b96fa60b6c6f.wav,/final/chunk14.wav,iPhone 12
2339,25-39,English ,English ,Man,birds make new jingles,joy,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_c3caafe9-908d-46cf-8045-25df61d0387f.wav,/final/chunk11.wav,iPhone 
2340,18-24,English ,English ,Woman,join the Ear Look club,disgust,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_c0ef7f09-170b-4763-8853-07aef01afc96.wav,/final/chunk20.wav,iPhone 12
2341,18-24,English ,English ,Woman,join the Ear Look club,disgust,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_c0ef7f09-170b-4763-8853-07aef01afc96.wav,/final/chunk30.wav,iPhone 12
2342,25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_a80cf617-10d9-40fa-a297-e35f4f7a3527.wav,/final/chunk01.wav,iPhone 12
2343,25-39,English,English,Woman,hungry action hippos fruit,disgust,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_a80cf617-10d9-40fa-a297-e35f4f7a3527.wav,/final/chunk24.wav,iPhone 12
2344,25-39,English ,English,Man,birds make new jingles,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_e4199451-405c-4438-97e4-2744f18a824e.wav,/final/chunk11.wav,iPhone 12
2345,25-39,English ,English,Man,birds make new jingles,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_e4199451-405c-4438-97e4-2744f18a824e.wav,/final/chunk13.wav,iPhone 12
2346,25-39,English,Croatian,Woman,ripped ocean jumper,fear,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_27d7be4f-e163-48cd-a82f-e3e3b91d1665.wav,/final/chunk00.wav,iPhone 13 Pro
2348,25-39,English,English,Man,fluffy baseboard yogurt division,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_a06eeebb-452a-479d-b1b3-3fbe1cd53734.wav,/final/chunk30.wav,iPhone SE 2020 Model
2349,25-39,English,English,Man,fluffy baseboard yogurt division,anger,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_a06eeebb-452a-479d-b1b3-3fbe1cd53734.wav,/final/chunk41.wav,iPhone SE 2020 Model
2350,40-60,English ,English ,Man,another dog secretary show,anger,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_6398b257-909d-4459-bbd8-a4266b042be9.wav,/final/chunk20.wav,iPhone Xs Max
2351,40-60,English ,English ,Man,another dog secretary show,anger,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_6398b257-909d-4459-bbd8-a4266b042be9.wav,/final/chunk40.wav,iPhone Xs Max
2352,18-24,English ,English ,Woman,hungry action hippos fruit,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_4cda22c6-21a8-4a32-a06b-40807f8289bc.wav,/final/chunk00.wav,Iphone
2353,18-24,English ,English ,Woman,hungry action hippos fruit,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_4cda22c6-21a8-4a32-a06b-40807f8289bc.wav,/final/chunk10.wav,Iphone
2354,18-24,English ,English ,Woman,hungry action hippos fruit,sadness,Hold your phone next to your hip with your hand covering the mic 5/19,/media/data/shout-data/shout_data_4cda22c6-21a8-4a32-a06b-40807f8289bc.wav,/final/chunk31.wav,Iphone
2355,40-60,English ,English ,Man,the thunder break craze,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_5d9d2e53-1dbc-493c-875e-957f4a085491.wav,/final/chunk01.wav,iPhone 7+
2356,40-60,English ,English ,Man,the thunder break craze,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_5d9d2e53-1dbc-493c-875e-957f4a085491.wav,/final/chunk40.wav,iPhone 7+
2357,40-60,English,English,Woman,zebra cats walking on lamps,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_60b6336c-5370-4021-b563-b68a78a9b6c5.wav,/final/chunk20.wav,Samsung s9
2358,40-60,English,English,Woman,zebra cats walking on lamps,anger,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_60b6336c-5370-4021-b563-b68a78a9b6c5.wav,/final/chunk30.wav,Samsung s9
2359,25-39,English,English,Woman,snow meteor down the chimney,neutral,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_1f2e174e-6fe3-4a4a-8531-7ec1297132e4.wav,/final/chunk12.wav,iPhone 12
2360,25-39,English,English,Woman,snow meteor down the chimney,neutral,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_1f2e174e-6fe3-4a4a-8531-7ec1297132e4.wav,/final/chunk14.wav,iPhone 12
2361,40-60,English,English,Woman,zebra cats walking on lamps,anger,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_490e11c5-94ee-4f81-9ee1-7073578c75a1.wav,/final/chunk10.wav,iPhone 7
2362,40-60,English,English,Woman,zebra cats walking on lamps,anger,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_490e11c5-94ee-4f81-9ee1-7073578c75a1.wav,/final/chunk30.wav,iPhone 7
2363,25-39,English,Chinese,Prefer not to disclose,five special guest treasures,fear,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8f1bd9f1-9754-46c3-bd5b-fa9b0cf3acc1.wav,/final/chunk10.wav,iphone 13
2364,25-39,English,Chinese,Prefer not to disclose,five special guest treasures,fear,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8f1bd9f1-9754-46c3-bd5b-fa9b0cf3acc1.wav,/final/chunk31.wav,iphone 13
2365,25-39,English,Chinese,Prefer not to disclose,five special guest treasures,fear,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8f1bd9f1-9754-46c3-bd5b-fa9b0cf3acc1.wav,/final/chunk50.wav,iphone 13
2366,25-39,English,English,Woman,zebra cats walking on lamps,neutral,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_0ad54028-e598-4267-99ed-fa19c69779e6.wav,/final/chunk10.wav,iPhone 
2367,25-39,English,English,Woman,fluffy baseboard yogurt division,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_1feae386-d73b-43df-a4d4-b0ee77147de0.wav,/final/chunk10.wav,iPhone 12 
2368,25-39,English,English,Woman,fluffy baseboard yogurt division,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_1feae386-d73b-43df-a4d4-b0ee77147de0.wav,/final/chunk20.wav,iPhone 12 
2369,25-39,English,English,Woman,fluffy baseboard yogurt division,fear,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_1feae386-d73b-43df-a4d4-b0ee77147de0.wav,/final/chunk21.wav,iPhone 12 
2370,40-60,English,English,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_7122bec2-1ea4-4c1a-b718-58d6f9175474.wav,/final/chunk30.wav,Samsung s9
2371,40-60,English,English,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_7122bec2-1ea4-4c1a-b718-58d6f9175474.wav,/final/chunk43.wav,Samsung s9
2372,40-60,English,English,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_7122bec2-1ea4-4c1a-b718-58d6f9175474.wav,/final/chunk50.wav,Samsung s9
2373,18-24,English,Chinese,Woman,five special guest treasures,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_a64b053c-4dc5-4776-b1b5-88b5e5945c33.wav,/final/chunk11.wav,Iphone X
2374,18-24,English,Chinese,Woman,five special guest treasures,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_a64b053c-4dc5-4776-b1b5-88b5e5945c33.wav,/final/chunk13.wav,Iphone X
2375,25-39,English,Tagalog,Woman,five special guest treasures,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_9610c085-299a-4d4d-b862-2c2866181364.wav,/final/chunk31.wav,Iphone11
2376,40-60,English,English,Man,wolf ring lights are fantastic,sadness,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_ade04bad-1911-44b4-b396-c87de8870c6a.wav,/final/chunk01.wav,Google Pixel 6 Pro
2377,40-60,English,English,Woman,birds make new jingles,neutral,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_964f6bb1-6d6f-4220-b82b-117503576580.wav,/final/chunk20.wav,Iphone
2378,40-60,English,English,Woman,birds make new jingles,neutral,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_964f6bb1-6d6f-4220-b82b-117503576580.wav,/final/chunk30.wav,Iphone
2379,18-24,English,Portuguese ,Woman,hungry action hippos fruit,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_a054afa9-d1cc-4fdd-8cc3-cdd4d868367b.wav,/final/chunk30.wav,Galaxy S10
2380,18-24,English,Portuguese ,Woman,hungry action hippos fruit,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_a054afa9-d1cc-4fdd-8cc3-cdd4d868367b.wav,/final/chunk40.wav,Galaxy S10
2381,18-24,English,Portuguese ,Woman,hungry action hippos fruit,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_a054afa9-d1cc-4fdd-8cc3-cdd4d868367b.wav,/final/chunk60.wav,Galaxy S10
2382,18-24,English,English,Woman,five special guest treasures,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_3db4ceb1-4d54-4a6f-92d9-585a059bf346.wav,/final/chunk20.wav,iphone 13 pro
2383,18-24,English,English,Woman,five special guest treasures,surprise,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_3db4ceb1-4d54-4a6f-92d9-585a059bf346.wav,/final/chunk30.wav,iphone 13 pro
2384,40-60,English ,English ,Woman,banana and mustard sandwiches,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8d4133ab-e06d-4983-9220-6fbf84f67017.wav,/final/chunk30.wav,iPhone 
2385,25-39,English,English,Prefer not to disclose,fluffy baseboard yogurt division,sadness,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_3963f593-8168-4291-bef7-da72cffc8b75.wav,/final/chunk40.wav,07900948769
2386,40-60,English ,English ,Woman,fluffy baseboard yogurt division,fear,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_b904c6e7-c6f5-4f23-a619-a2d24e40d6e8.wav,/final/chunk10.wav,iPhone se
2387,18-24,English ,English ,Woman,join the Ear Look club,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_c00bc139-40ab-4566-be90-98d11f69c9ed.wav,/final/chunk40.wav,Iphone
2388,18-24,English ,English ,Woman,join the Ear Look club,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_c00bc139-40ab-4566-be90-98d11f69c9ed.wav,/final/chunk50.wav,Iphone
2390,18-24,English,Portuguese ,Woman,five dollar slaw onion cure,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_36f82f4f-272b-4ed8-aa53-3c09ff43dabe.wav,/final/chunk50.wav,Galaxy S10
2391,18-24,English,Portuguese ,Woman,five dollar slaw onion cure,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_36f82f4f-272b-4ed8-aa53-3c09ff43dabe.wav,/final/chunk60.wav,Galaxy S10
2393,25-39,English,English,Prefer not to disclose,join the Ear Look club,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_2c9906c4-de27-44ea-8573-154afd46836d.wav,/final/chunk21.wav,07900948769
2394,25-39,English,English,Prefer not to disclose,join the Ear Look club,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_2c9906c4-de27-44ea-8573-154afd46836d.wav,/final/chunk31.wav,07900948769
2395,18-24,English,Chinese,Woman,five dollar slaw onion cure,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_20e88345-76ed-458c-adbd-08b6d557c58d.wav,/final/chunk11.wav,Iphone X
2396,18-24,English,Chinese,Woman,five dollar slaw onion cure,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_20e88345-76ed-458c-adbd-08b6d557c58d.wav,/final/chunk13.wav,Iphone X
2397,18-24,English,Chinese,Woman,five dollar slaw onion cure,surprise,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_20e88345-76ed-458c-adbd-08b6d557c58d.wav,/final/chunk21.wav,Iphone X
2398,25-39,English,Croatian,Woman,five dollar slaw onion cure,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_6b3252f5-8abf-4bc4-b7b6-06784214ef62.wav,/final/chunk10.wav,iPhone 13 Pro
2399,25-39,English,Croatian,Woman,five dollar slaw onion cure,fear,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_6b3252f5-8abf-4bc4-b7b6-06784214ef62.wav,/final/chunk20.wav,iPhone 13 Pro
2400,18-24,English,Portuguese,Woman,hungry action hippos fruit,neutral,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_3ab026c1-8beb-4ce1-ac91-47eb8359ee83.wav,/final/chunk01.wav,iPhone 11
2402,25-39,English,English ,Woman,five dollar slaw onion cure,joy,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_b31ed9c0-2c0f-4117-93ce-cabecc033091.wav,/final/chunk13.wav,iPhone SE 2020
2403,25-39,English,English ,Woman,five dollar slaw onion cure,joy,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_b31ed9c0-2c0f-4117-93ce-cabecc033091.wav,/final/chunk15.wav,iPhone SE 2020
2404,25-39,English,English,Man,ripped ocean jumper,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_2bbc47c7-b2b5-4018-b005-180b08efe693.wav,/final/chunk11.wav,Google Pixel 6
2405,25-39,English,English,Man,ripped ocean jumper,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_2bbc47c7-b2b5-4018-b005-180b08efe693.wav,/final/chunk21.wav,Google Pixel 6
2406,25-39,English,English,Man,ripped ocean jumper,neutral,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_2bbc47c7-b2b5-4018-b005-180b08efe693.wav,/final/chunk31.wav,Google Pixel 6
2407,18-24,English,Portuguese,Woman,hungry action hippos fruit,anger,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_9cc0337c-cc90-477d-81a5-78dd55ab762b.wav,/final/chunk00.wav,iPhone 11
2408,18-24,English,Portuguese,Woman,hungry action hippos fruit,anger,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_9cc0337c-cc90-477d-81a5-78dd55ab762b.wav,/final/chunk21.wav,iPhone 11
2409,18-24,English,Portuguese,Woman,hungry action hippos fruit,anger,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_9cc0337c-cc90-477d-81a5-78dd55ab762b.wav,/final/chunk41.wav,iPhone 11
2410,25-39,English,English,Man,birds make new jingles,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_bb919b0c-852e-43ba-ab9e-32697a6706ac.wav,/final/chunk00.wav,Samsung S22+ Ultra
2411,25-39,English,English,Man,birds make new jingles,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_bb919b0c-852e-43ba-ab9e-32697a6706ac.wav,/final/chunk20.wav,Samsung S22+ Ultra
2412,25-39,English,English,Man,birds make new jingles,anger,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_bb919b0c-852e-43ba-ab9e-32697a6706ac.wav,/final/chunk30.wav,Samsung S22+ Ultra
2413,25-39,English,English ,Man,heavy undersea birthday pumpkins,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_09f767d0-2d3a-4647-849f-698f9e13e2aa.wav,/final/chunk20.wav,iPhone 11
2414,25-39,English,English ,Man,heavy undersea birthday pumpkins,fear,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_09f767d0-2d3a-4647-849f-698f9e13e2aa.wav,/final/chunk40.wav,iPhone 11
2416,60 and over,English,English,Woman,birds make new jingles,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_3c174780-b1ec-4a88-b3d1-77aea1fa8b2e.wav,/final/chunk40.wav,iPhone 13
2417,60 and over,English,English,Woman,birds make new jingles,disgust,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_3c174780-b1ec-4a88-b3d1-77aea1fa8b2e.wav,/final/chunk50.wav,iPhone 13
2418,40-60,English ,English ,Woman,the thunder break craze,joy,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_b45554ae-50f0-4efa-8753-129d22e462c8.wav,/final/chunk30.wav,Apple iPhone 
2419,40-60,English ,English ,Woman,join the Ear Look club,sadness,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_10f04b29-be17-4a55-8151-4ab68291936a.wav,/final/chunk20.wav,iPhone se
2420,40-60,English ,English ,Woman,join the Ear Look club,sadness,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_10f04b29-be17-4a55-8151-4ab68291936a.wav,/final/chunk40.wav,iPhone se
2421,40-60,English ,English ,Woman,join the Ear Look club,sadness,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,/media/data/shout-data/shout_data_10f04b29-be17-4a55-8151-4ab68291936a.wav,/final/chunk51.wav,iPhone se
2422,40-60,English ,English ,Man,fluffy baseboard yogurt division,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_7348c6ae-abf7-485b-a902-ba5113617742.wav,/final/chunk00.wav,iPhone 12 mini
2423,40-60,English ,English ,Man,fluffy baseboard yogurt division,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_7348c6ae-abf7-485b-a902-ba5113617742.wav,/final/chunk51.wav,iPhone 12 mini
2424,40-60,English ,English ,Man,fluffy baseboard yogurt division,sadness,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_7348c6ae-abf7-485b-a902-ba5113617742.wav,/final/chunk61.wav,iPhone 12 mini
2425,40-60,English ,English,Woman,snow meteor down the chimney,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d3ae0b24-0f62-4973-af16-9c5bd9986c59.wav,/final/chunk31.wav,Samsung note 20
2426,40-60,English ,English,Woman,snow meteor down the chimney,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d3ae0b24-0f62-4973-af16-9c5bd9986c59.wav,/final/chunk40.wav,Samsung note 20
2427,25-39,English,English,Woman,fluffy baseboard yogurt division,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5265e864-2742-442c-be1e-1896ba793d28.wav,/final/chunk01.wav,Samsung Galaxy s8+
2428,25-39,English,English,Woman,fluffy baseboard yogurt division,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5265e864-2742-442c-be1e-1896ba793d28.wav,/final/chunk03.wav,Samsung Galaxy s8+
2429,25-39,English,English,Woman,fluffy baseboard yogurt division,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_5265e864-2742-442c-be1e-1896ba793d28.wav,/final/chunk05.wav,Samsung Galaxy s8+
2430,18-24,English,English,Non-Binary,heavy undersea birthday pumpkins,anger,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_fffc5d11-ce8d-4587-95ef-296933275698.wav,/final/chunk20.wav,iPhone SE
2431,18-24,English,English,Non-Binary,heavy undersea birthday pumpkins,anger,Place phone on the opposite side of the room in a bag 15/19,/media/data/shout-data/shout_data_fffc5d11-ce8d-4587-95ef-296933275698.wav,/final/chunk50.wav,iPhone SE
2432,60 and over,English,English,Woman,hungry action hippos fruit,fear,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_e0bf5062-4e75-4fbb-99b2-7f46c71e93e1.wav,/final/chunk14.wav,IPhone
2433,25-39,English ,English,Man,five special guest treasures,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_fc06bc80-c150-444d-8cc4-2719939113f7.wav,/final/chunk21.wav,iPhone 12
2434,25-39,English ,English,Man,five special guest treasures,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_fc06bc80-c150-444d-8cc4-2719939113f7.wav,/final/chunk31.wav,iPhone 12
2435,25-39,English ,English,Man,five special guest treasures,sadness,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_fc06bc80-c150-444d-8cc4-2719939113f7.wav,/final/chunk50.wav,iPhone 12
2436,40-60,English ,English ,Woman,the thunder break craze,fear,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_20bde84f-fc2d-4e31-9730-99f11385bcce.wav,/final/chunk20.wav,Iphone11
2437,40-60,English ,English ,Woman,the thunder break craze,fear,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_20bde84f-fc2d-4e31-9730-99f11385bcce.wav,/final/chunk40.wav,Iphone11
2438,40-60,English ,English ,Woman,the thunder break craze,fear,Place phone 1-2 meters away in a bag 11/19,/media/data/shout-data/shout_data_20bde84f-fc2d-4e31-9730-99f11385bcce.wav,/final/chunk42.wav,Iphone11
2439,40-60,English ,English ,Woman,join the Ear Look club,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_cf315580-cb9e-4525-9e68-69bba3dd3d35.wav,/final/chunk00.wav,IPhone
2440,40-60,English ,English ,Woman,join the Ear Look club,disgust,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,/media/data/shout-data/shout_data_cf315580-cb9e-4525-9e68-69bba3dd3d35.wav,/final/chunk50.wav,IPhone
2441,25-39,English,English,Man,snow meteor down the chimney,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_bb4228b0-a160-4f0e-aca9-6ed995d41de4.wav,/final/chunk21.wav,IPhone
